id,status,name,type,plant_name,current_operator,original_operator,co-owner,constructed_date,activated_date,field_name,latitude,longitude,location
ABGP0001611,Suspended,Paramount Liege N,GP,Liege Northre,Athabasca Oil Corporation,,100.0% - Athabasca Oil Corporation,1988-01-01,,,57.13528,-113.28283,01-10-094-21W4M
ABGP0001612,Suspended,Husky Valhalla Plant 1-12,GP,Valhalla,Tidewater Midstream And Infrastructure Ltd.,,100.0% - Tidewater Midstream And Infrastructure Ltd.,,,,55.47772,-119.2447,01-12-075-09W6M
ABGP0001613,Active,Archer Viking,GP,Hattie Lake North,Sequoia Resources Corp.,,100.0% - Sequoia Resources Corp.,,,,53.03953,-111.6779,11-10-047-12W4M
ABGP0001614,Active,Magin Three Hills Creek,GP,Three Hills Creek,Vantage Point Resources Inc.,,100.0% - Vantage Point Resources Inc.,2005-01-01,,,52.043,-113.67426,01-32-035-26W4M
ABGP0001615,Suspended,Aec Hoole,GP,Hoole North,Ovintiv Canada Ulc,,100.0% - Tidewater Midstream And Infrastructure Ltd.,,,,56.03697,-113.77396,10-24-081-25W4M
ABGP0001616,Suspended,Burlington Bonanza,GP,Bonanza,Conocophillips Canada Resources Corp.,,100.0% - Shoreline Energy Corp.,,,,56.03793,-119.63486,11-22-081-11W6M
ABGP0001617,Active,Gilby 01-04-042-03W5 Gas Plant,GP,Gilby,Tidewater Midstream And Infrastructure Ltd.,,50.0% - Tidewater Midstream And Infrastructure Ltd.; 38.0% - Mosaic Energy Ltd.; 12.0% - Nal Resources Limited,1988-01-01,,,52.58331,-114.36471,01-04-042-03W5M
ABGP0001618,Reclamation Exempt,* Anadarko Burdett,GP,Burdett,Repsol Oil & Gas Canada Inc.,,100.0% - Repsol Oil & Gas Canada Inc.,,,,49.74784,-111.23791,06-24-009-10W4M
ABGP0001619,Suspended,Joffre 10-18-38-26W4,GP,Joffre,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,52.26853,-113.70386,10-18-038-26W4M
ABGP0001620,Active,Pancdn Badger,GP,Badger,Razor Energy Corp.,,100.0% - Razor Energy Corp.,,,,50.36639,-112.33842,13-19-016-17W4M
ABGP0001621,Abandoned,Burlington Ferrybank,GP,Ferrybank,Cenovus Energy Inc.,,100.0% - Cenovus Energy Inc.,,,,52.92518,-113.82215,12-35-045-27W4M
ABGP0001622,Active,Celsius Whitecourt,GP,Carson Creek East,Enerplus Corporation,,100.0% - Enerplus Corporation,1987-01-01,,,54.24148,-115.5609,02-03-061-11W5M
ABGP0001623,Active,Mosaic Jayar 6-8-62-3 W6,GP,Jayar,Strathcona Resources Ltd.,,100.0% - Strathcona Resources Ltd.,1982-01-01,,,54.3468,-118.41559,06-08-062-03W6M
ABGP0001624,Suspended,Husky Ansell 7-27,GP,Ansell,Husky Oil Operations Limited,,80.0% - Husky Oil Operations Limited; 15.0% - Ish Energy Ltd.; 5.0% - Arc Resources Ltd.,,,,53.43031,-116.71311,07-27-051-19W5M
ABGP0001625,Active,Keyera Cynthia 6-28 Gas Plant,GP,Cynthia Gas Plant,Keyera Energy Ltd.,,94.0% - Keyera Energy Ltd.; 5.0% - Whitecap Resources Inc.; 0.5% - Enerplus Energy Ltd.; 0.5% - Vermilion Energy Inc.,,,,53.25607,-115.55272,06-28-049-11W5M
ABGP0001626,Suspended,Pembina 9-16-49-8W5,GP,Pembina West,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,1991-01-01,,,53.23068,-115.10174,09-16-049-08W5M
ABGP0001627,Suspended,Coastal Cessford,GP,Cessford,Success Resources Ltd.,,100.0% - Success Resources Ltd.,,,,51.28328,-111.85968,16-02-027-14W4M
ABGP0001628,Active,Acheson 05-02-052-26W4 Gas Plant,GP,Acheson,Tidewater Midstream And Infrastructure Ltd.,,100.0% - Tidewater Midstream And Infrastructure Ltd.,1982-01-01,,,53.54673,-113.73491,05-02-053-26W4M
ABGP0001629,Active,Ksituan 7-22-78-9W6,GP,Progress,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,1990-01-01,,,55.77222,-119.30289,07-22-078-09W6M
ABGP0001630,Suspended,Mcleod Valley 7-26-55-14W5,GP,Mcleod Valley,Cenovus Energy Inc.,,54.6% - Cenovus Energy Inc.,,,,53.77948,-115.96781,07-26-055-14W5M
ABGP0001631,Active,Worsley 14-28-87-7W6,GP,Worsley,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,1990-01-01,,,56.57923,-119.05523,14-28-087-07W6M
ABGP0001632,Abandoned,Apache Provost,GP,Sour Goose,Karve Energy Inc.,,100.0% - Battle River Energy Ltd.,,,,52.07928,-110.63878,11-10-036-05W4M
ABGP0001633,Suspended,Claresholm 15-36-12-27W4,GP,Claresholm,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,1990-01-01,,,50.04646,-113.55845,15-36-012-27W4M
ABGP0001634,Suspended,Gibson Pouce Coupe,GP,Mica,Altagas Ltd.,,100.0% - Altagas Ltd.,,,,55.98713,-119.94802,03-03-081-13W6M
ABGP0001635,Active,Adanac Tomahawk,GP,Tomahawk,Adanac Oil & Gas Limited,,100.0% - Adanac Oil & Gas Limited,,,,53.52499,-114.87677,14-30-052-06W5M
ABGP0001636,Abandoned,* Crestar Valhalla,GP,Crestar Valhalla,Conocophillips Canada Energy Partnership,,100.0% - Canadian Natural Resources Limited,,,,55.55782,-119.15409,11-03-076-08W6M
ABGP0001637,Suspended,Cabre Joarcam,GP,Joarcam,Enerplus Corporation,,100.0% - Enerplus Corporation,,,,53.24144,-112.97357,05-23-049-21W4M
ABGP0001638,Abandoned,Atco Campbell-Namao,GP,Carbondale,Atco Energy Solutions Ltd.,,100.0% - Atco Energy Solutions Ltd.,1991-01-01,,,53.72172,-113.58593,06-01-055-25W4M
ABGP0001639,Suspended,Bonavista Worsley,GP,Worsley,Bonavista Energy Corporation,,100.0% - Direct Oil & Gas Inc.,,,,56.58283,-118.44252,03-32-087-03W6M
ABGP0001640,Abandoned,* Cabre Mcgregor,GP,Cabre Mcgregor,Enermark Inc.,,100.0% - Ipc Canada Ltd.,,,,50.48666,-112.71082,01-05-018-20W4M
ABGP0001641,Active,Belloy 16-36-79-3W6,GP,Belloy Northwest,Canadian Natural Resources Limited,,1.5% - Arc Resources Ltd.; 3.8% - Barnwell Of Canada  Limited; 0.6% - Chair Resources Inc.; 2.9% - Pengrowth Energy Corporation; 0.3% - Signalta Resources Limited; 4.2% - Taqa North; 86.4% - Canadian Natural Resources Limited,1980-01-01,,,55.8965,-118.31707,16-36-079-03W6M
ABGP0001642,Active,Cypress Thorsby,GP,Thorsby 1,Petrus Resources Corp.,,100.0% - Petrus Resources Corp.,,,,53.22696,-114.03539,07-14-049-01W5M
ABGP0001643,Abandoned,* Shell Caroline,GP,Caroline,Shell Canada Limited,,100.0% - Shell Canada Limited,,,,51.8842,-114.80783,01-05-034-06W5M
ABGP0001644,Suspended,Newport Pouce Coupe,GP,Pouce Coupe South,Kelt Exploration Ltd.,,62.7% - Kelt Exploration Ltd.,1991-01-01,,,55.75036,-119.68433,16-07-078-11W6M
ABGP0001645,Suspended,Belloy 13-16-78-1W6,GP,Belloy,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,55.76511,-118.10054,13-16-078-01W6M
ABGP0001646,Active,Pembina-Sunnybrook 15-22-48-2W5,GP,Sunnybrook South,Petrus Resources Corp.,,100.0% - Petrus Resources Corp.,1990-01-01,,,53.16136,-114.20602,15-22-048-02W5M
ABGP0001647,Abandoned,Rife Ferintosh,GP,Ferintosh,Rife Resources Ltd.,,65.0% - Rife Resources Ltd.; 35.0% - Baytex Energy Ltd.,1981-01-01,,,52.77602,-112.90978,08-12-044-21W4M
ABGP0001648,Suspended,* Blue Range Joffre,GP,Blue Range Joffre,Blue Range Resource Corporation,,100.0% - Blue Range Resource Corporation,,,,52.2359,-113.37683,06-04-038-24W4M
ABGP0001649,Active,Cecil 08-15-084-08W6,GP,Cecil,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,1990-01-01,,,56.28201,-119.16432,08-15-084-08W6M
ABGP0001650,Suspended,Husky Bolloque 16-2,GP,Bolloque,Husky Oil Operations Limited,,100.0% - Husky Oil Operations Limited,,,,54.59994,-113.66365,16-02-065-25W4M
ABGP0001651,Active,Alder 10-9-45-8W5,GP,Alder Flats,Cenovus Energy Inc.,,9.0% - Taqa North Ltd.; 20.0% - Bellatrix Exploration Ltd.; 70.0% - Cenovus Energy Inc.,1991-01-01,,,52.86763,-115.0982,10-09-045-08W5M
ABGP0001652,Suspended,* Deminex Cherhill,GP,Deminex Cherhill,2349507 Canada Inc.,,100.0% - 2349507 Canada Inc.,,,,53.92075,-114.71779,04-17-057-05W5M
ABGP0001653,Abandoned,Cypress Thorsby,GP,Cypressthorsby,Taqa North Ltd.,,100.0% - Petrus Resources Corp.,,,,53.2123,-113.99118,06-11-049-28W4M
ABGP0001654,Suspended,Keywest Swalwell 10-15,GP,Swalwell,Taqa North Ltd.,,100.0% - Taqa North Ltd.,,,,51.48342,-113.2955,10-15-029-24W4M
ABGP0001655,Suspended,Aec Hoole,GP,Wabasca,Tidewater Midstream And Infrastructure Ltd.,,100.0% - Tidewater Midstream And Infrastructure Ltd.,1980-01-01,,,55.98242,-113.76757,16-36-080-25W4M
ABGP0001656,Suspended,Atco Riviere,GP,Riviere,Atco Energy Solutions Ltd.,,100.0% - Husky Oil Operations Limited,,,,53.69575,-113.96227,09-30-054-27W4M
ABGP0001657,Reclamation Certified,Altagas Kneller,GP,Kneller,Altagas Ltd.,,100.0% - Altagas Ltd.,,,,53.24863,-113.2844,14-22-049-23W4M
ABGP0001658,Abandoned,Gibson Rainbow Lake,GP,Rainbow,Altagas Ltd.,,100.0% - Altagas Ltd.,1991-01-01,,,58.56701,-119.19621,12-24-110-08W6M
ABGP0001659,Abandoned,* Talisman Ferrier,GP,Ferrier,Repsol Oil & Gas Canada Inc.,,100.0% - Enerplus Corporation,,,,52.39767,-115.11392,07-32-039-08W5M
ABGP0001660,Suspended,Regco Oldman,GP,Regco Oldman,Regco Petroleums Ltd.,,100.0% - Regco Petroleums Ltd.,,,,53.8301,-116.99583,13-12-056-21W5M
ABGP0001661,Active,Hamburg North 11-14-97-11W6,GP,Hamburg 11-14,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,1992-01-01,,,57.41901,-119.67,11-14-097-11W6M
ABGP0001662,Active,Shell Caroline,GP,Caroline Complex,Pieridae Alberta Production Ltd.,,14.4% - Husky Oil (Alberta) Ltd; 8.2% - Harvest Operations Corp.; 3.1% - Devon Energy Canada Corporation; 0.2% - Clearview Resources Ltd.; 0.1% - Bonavista Energy Corporation; 73.9% - Shell Canada Limited,1992-01-01,,,51.96409,-114.75452,12-35-034-06W5M
ABGP0001663,Active,Pancdn Countess,GP,Rosemary,Torxen Energy Ltd.,,100.0% - Torxen Energy Ltd.,,,,50.79585,-112.01577,08-21-021-15W4M
ABGP0001664,Active,Keyspan Worsley,GP,Worsley,Direct Oil & Gas Inc.,,100.0% - Direct Oil & Gas Inc.,1992-01-01,,,56.561,-119.02862,11-22-087-07W6M
ABGP0001665,Abandoned,* Crestar Long Coulee,GP,Crestar Long Coulee,Conocophillips Canada Energy Partnership,,100.0% - Surge Energy Inc.,,,,50.19896,-113.01019,08-25-014-23W4M
ABGP0001666,Active,Cecilia 14-36-57-23W5,GP,Cecilia,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,53.97558,-117.28705,14-36-057-23W5M
ABGP0001667,Suspended,Shane Gas Plant,GP,Shane Gas Plant,Repsol Oil & Gas Canada Inc.,,100.0% - Hanna Oil & Gas Company - Canada Ulc,,,,55.7577,-118.29484,07-18-078-02W6M
ABGP0001668,Active,Spectra Gordondale East Gas Plant,GP,Gordondale East,Northriver Midstream Inc.,,100.0% - Northriver Midstream Inc.,1991-01-01,,,55.87804,-119.29542,11-26-079-09W6M
ABGP0001669,Active,Wolf South 5-1-51-15W5,GP,Wolf South,Cenovus Energy Inc.,,100.0% - Cenovus Energy Inc.,1993-01-01,,,53.37212,-116.08649,05-01-051-15W5M
ABGP0001670,Abandoned,Altagas Antelope,GP,Antelope,Campus Energy Partners Operations Inc.,,100.0% - Altagas Ltd.,,,,51.57441,-110.00797,16-13-030-01W4M
ABGP0001671,Suspended,Kereco Bilawchuk,GP,Mulligan,Kelt Exploration Ltd.,,100.0% - Kelt Exploration Ltd.,,,,56.00883,-119.07393,09-07-081-07W6M
ABGP0001672,Active,D Energy Watelet 8-18-48-26W4,GP,Watelet,Canlin Resources Partnership,,,1995-01-01,,,53.13968,-113.78411,08-18-048-26W4M
ABGP0001673,Active,Queenstown 4-22-19-21W4,GP,Queenstown,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,1993-01-01,,,50.61775,-112.84104,04-22-019-21W4M
ABGP0001674,Active,Journey Herronton,GP,Herronton,Journey Energy Inc.,,100.0% - Journey Energy Inc.,1992-01-01,,,50.60336,-113.3779,01-15-019-25W4M
ABGP0001675,Suspended,Husky Stewart Lake 1-23,GP,Stewart Lake,Ember Resources Inc.,,10.0% - Bumper Development Corporation Ltd.; 18.0% - Eog Resources Canada Inc.; 72.0% - Ember Resources Inc.,1993-01-01,,,51.75285,-113.85835,01-23-032-28W4M
ABGP0001676,Active,Midwest Leduc-Woodbend,GP,Calmar,Nep Canada Ulc,,100.0% - Nep Canada Ulc,1997-01-01,,,53.24139,-113.83897,07-23-049-27W4M
ABGP0001677,Suspended,Bonavista Cessford,GP,Cessford,Journey Energy Inc.,,100.0% - Journey Energy Inc.,1970-01-01,,,50.98873,-111.74052,11-27-023-13W4M
ABGP0001678,Active,Kakut 14-12-75-3W6,GP,Kakut,Long Run Exploration Ltd.,,100.0% - Long Run Exploration Ltd.,,,,55.48862,-118.32679,14-12-075-03W6M
ABGP0001679,Active,Bonavista Cherhill,GP,Cherhill Solution Gas Conservation,Long Run Exploration Ltd.,,100.0% - Long Run Exploration Ltd.,,,,53.86254,-114.75504,02-25-056-06W5M
ABGP0001680,Suspended,Surge Hotchkiss,GP,Stowe Creek,Surge Energy Inc.,,100.0% - Surge Energy Inc.,1994-01-01,,,57.06653,-118.03088,08-14-093-01W6M
ABGP0001681,Active,Northrock Deanne 5-4,GP,Deane,Taqa North Ltd.,,85.4% - Taqa North Ltd.; 14.6% - Westbow Energy Inc.,,,,52.32488,-115.53337,05-04-039-11W5M
ABGP0001682,Active,Saleski 5-8,GP,Thickwood,Sequoia Resources Corp.,,62.0% - Sequoia Resources Corp.; 30.0% - Harvest Operations Corp.; 8.0% - Progress Energy Resources Corp.,1985-01-01,,,56.6152,-112.8462,05-08-088-18W4M
ABGP0001683,Suspended,Devon Culp,GP,Culp,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,55.82337,-117.6326,16-02-079-24W5M
ABGP0001684,Active,Apache Provost,GP,Provost,Battle River Energy Ltd.,,30.0% - Paramount Resources (Acl) Ltd.; 60.0% - Battle River Energy Ltd.; 10.0% - Provident Energy Ltd.,1990-01-01,,,52.334,-111.35742,02-10-039-10W4M
ABGP0001685,Suspended,Husky Cadotte 10-34,GP,Simons Lake,Obsidian Energy Ltd.,,100.0% - Obsidian Energy Ltd.,1989-01-01,,,56.50279,-116.7522,10-34-086-18W5M
ABGP0001686,Suspended,Waskahigan West  11-14-63-22W5,GP,Waskahigan,Ridgeback Resources Inc.,,100.0% - Arc Resources Ltd.,,,,54.45259,-117.21786,11-14-063-22W5M
ABGP0001687,Active,D Energy Woodriver 1-28-43-23W4,GP,Wood River,Ember Resources Inc.,,100.0% - Ember Resources Inc.,,,,52.72873,-113.27246,01-28-043-23W4M
ABGP0001688,Active,Stettler 8-24-38-19W4,GP,Beltz Lake,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,1993-01-01,,,52.27983,-112.57945,08-24-038-19W4M
ABGP0001689,Abandoned,Keyspan Northstar,GP,Northstar,Bonavista Energy Corporation,,100.0% - Sydco Energy Inc.,,,,56.81552,-117.58774,04-22-090-23W5M
ABGP0001690,Active,Husky Galahad 1-14,GP,Hastings Coulee,Alphabow Energy Ltd.,,100.0% - Alphabow Energy Ltd.,1994-01-01,,,52.52325,-112.04727,01-14-041-15W4M
ABGP0001691,Suspended,Husky Taber South,GP,Taber South,Husky Oil Operations Limited,,100.0% - Husky Oil Operations Limited,,,,49.69665,-112.28802,16-31-008-17W4M
ABGP0001692,Suspended,Paramount Kaybob,GP,Kaybob North,Paramount Resources Ltd.,,100.0% - Paramount Resources Ltd.,,,,54.50712,-116.44261,05-01-064-17W5M
ABGP0001693,Active,Pengrowth Mcleod,GP,Mcleod,Pine Cliff Energy Ltd.,,70.0% - Pine Cliff Energy Ltd.,,,,53.83016,-115.9371,16-12-056-14W5M
ABGP0001694,Active,Summit Craigmyle,GP,Chain,Tallahassee Exploration Inc.,,100.0% - Tallahassee Exploration Inc.,,,,51.81451,-112.45292,06-11-033-18W4M
ABGP0001695,Suspended,Pancdn Provost,GP,Thompson Lake,Husky Oil Operations Limited,,100.0% - Alphabow Energy Ltd.,1993-01-01,,,52.4758,-111.44118,13-30-040-10W4M
ABGP0001696,Suspended,Bear Canyon 1-18-84-12W6,GP,Boundary Lake South,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,56.2774,-119.87603,01-18-084-12W6M
ABGP0001697,Active,Shinning Bank Gas Plant,GP,Shiningbank,Ish Energy Ltd.,,100.0% - Ish Energy Ltd.,1994-01-01,,,53.82654,-116.38911,10-12-056-17W5M
ABGP0001698,Active,Midcoast Provost,GP,Hansman North,Surge Energy Inc.,,100.0% - Surge Energy Inc.,1994-01-01,,,52.43952,-110.31998,08-14-040-03W4M
ABGP0001699,Suspended,Western Facility Managmentfenn-Big Valley,GP,Western Facility Management Fenn-Big Valley,Keyera Energy Ltd.,,100.0% - Keyera Energy Ltd.,,,,52.09024,-112.76383,05-14-036-20W4M
ABGP0001700,Active,Buck Creek Frac Plant,GP,Buck Creek Fractionation Plant,Plains Midstream Canada Ulc,,100.0% - Plains Midstream Canada Ulc,1958-01-01,,,53.16142,-114.90048,13-24-048-07W5M
ABGP0001701,Active,Keyera Fort Sask Frac Plant,GP,Fort Saskatchewan Fractionation Facility,Keyera Energy Ltd.,,76.7% - Keyera Energy Ltd.; 21.3% - Plains Midstream Canada Ulc; 2.0% - Exxonmobil Canada Energy,1972-01-01,,,53.74681,-113.15836,02-14-055-22W4M
ABGP0001702,Active,Gibson Hardisty,GP,Hardisty Liquids Fractionation Plant,Gibson Energy Ulc,,100.0% - Gibson Energy Ulc,1982-01-01,,,52.63257,-111.26761,11-20-042-09W4M
ABGP0001703,Active,Plains Fort Sask Frac Plant,GP,Fort Saskatchewan Liquids Storage And Fractionation Plant,Plains Midstream Canada Ulc,,100.0% - Plains Midstream Canada Ulc,1972-01-01,,,53.76145,-113.15822,02-23-055-22W4M
ABGP0001704,Abandoned,Stittco Kemp,GP,Kemp River Fractionation Plant,Stittco Energy Limited,,100.0% - Nottingham Midstream Limited,,,,57.5575,-117.5337,01-04-099-22W5M
ABGP0001705,Suspended,Trisol Caroline,GP,Trisol Caroline,Enerchem International Inc.,,100.0% - Taqa North Ltd.,,,,51.85515,-114.74864,03-26-033-06W5M
ABGP0001706,Active,Dow Fort Saskatchewan,GP,Fort Saskatchewan De-Ethanization And Fractionation Facility,Dow Chemical Canada Ulc,,100.0% - Dow Chemical Canada Ulc,,,,53.74704,-113.12746,01-13-055-22W4M
ABGP0001707,Active,Pembina Infra. & Logistics Lp Frac 1,GP,Redwater Fractionation And Storage Facility,Pembina Ngl Corporation,,100.0% - Pembina Ngl Corporation,1998-01-01,,,53.81249,-113.12761,09-01-056-22W4M
ABGP0001713,Active,Viking-Kinsella 13-31-48-12W4,GP,Viking,Pine Cliff Energy Ltd.,,100.0% - Pine Cliff Energy Ltd.,,,,53.18848,-111.75698,13-31-048-12W4M
ABGP0001714,Suspended,Husky Galloway Gp Sundance 12-05,GP,Galloway,Husky Oil Operations Limited,,100.0% - Husky Oil Operations Limited,,,,53.63759,-116.9217,12-05-054-20W5M
ABGP0001715,Active,Husky Deny Kiskiu Smoky River 14-09,GP,Kiskiu,Briko Energy Corp.,,100.0% - Briko Energy Corp.,2002-01-01,,,54.00488,-118.24458,13-09-058-02W6M
ABGP0001716,Suspended,Encana Peoria And Shane 06-20,GP,Peoria Shane,Verity Energy Ltd.,,100.0% - Topanga Resources Ltd.,,,,55.59777,-118.27515,06-20-076-02W6M
ABGP0001717,Suspended,00/05-36-061-18W5 Fox Creek,GP,Fox Creek,Sinopec Daylight Energy Ltd.,,100.0% - Sinopec Daylight Energy Ltd.,,,,54.31771,-116.5731,05-36-061-18W5M
ABGP0001718,Active,Berland River West 14-23-58-26W5,GP,Horse Leland,Canadian Natural Resources Limited,,10.0% - Conocophillips Canada Limited; 10.0% - Encana Corporation; 80.0% - Canadian Natural Resources Limited,1999-01-01,,,54.03376,-117.75789,14-23-058-26W5M
ABGP0001719,Suspended,Encana Verger 16-07,GP,Verger,Torxen Energy Ltd.,,100.0% - Torxen Energy Ltd.,,,,50.77394,-111.78487,16-07-021-13W4M
ABGP0001720,Active,Talisman Benson Pembina 08-30,GP,Knob Hill,Inplay Oil Corp.,,100.0% - Inplay Oil Corp.,,,,52.99446,-114.12572,08-30-046-01W5M
ABGP0001727,Suspended,Husky Delia 1-13,GP,Mckee Lake,Trident Exploration (Alberta) Corp.,,100.0% - Tallahassee Exploration Inc.,1984-01-01,,,51.73815,-112.55936,01-13-032-19W4M
ABGP0001728,Suspended,Percy Lake 4-28-48-10W4,GP,Viking,Pine Cliff Energy Ltd.,,100.0% - Pine Cliff Energy Ltd.,,,,53.16336,-111.4157,04-28-048-10W4M
ABGP0001729,Abandoned,Calvalley Rainbow,GP,Calvalley Rainbow,Links Northern Resources Ltd.,,100.0% - Winter Petroleum Ltd.,,,,58.59968,-118.61046,13-33-110-04W6M
ABGP0001730,Active,Carvel 15-28 Gas Plant,GP,Carvel,Nep Canada Ulc,,100.0% - Nep Canada Ulc,1998-01-01,,,53.61211,-114.23204,15-28-053-02W5M
ABGP0001731,Active,Bearspaw East Drumheller 4-30,GP,Drumheller East,Bearspaw Petroleum Ltd.,,100.0% - Bearspaw Petroleum Ltd.,,,,51.50513,-112.67405,04-30-029-19W4M
ABGP0001732,Active,Bonavista Tees,GP,Chigwell,Ember Resources Inc.,,100.0% - Ember Resources Inc.,1998-01-01,,,52.51577,-113.3604,12-11-041-24W4M
ABGP0001733,Suspended,Penn West Esther 6-36,GP,Esther,Obsidian Energy Ltd.,,100.0% - Obsidian Energy Ltd.,,,,51.65452,-110.09059,06-16-031-01W4M
ABGP0001734,Suspended,Eyremore 16-7-17-18W4,GP,Badger Eyemoor,Sanling Energy Ltd.,,100.0% - Sanling Energy Ltd.,,,,50.42464,-112.45886,16-07-017-18W4M
ABGP0001735,Suspended,George 6-32-82-5W6,GP,George,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,56.15067,-118.74761,06-32-082-05W6M
ABGP0001736,Abandoned,Worsley 4-23-87-5W6,GP,Worsley,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,56.55376,-118.68884,04-23-087-05W6M
ABGP0001737,Active,Apache Nevis 6-24,GP,Alix,Ember Resources Inc.,,100.0% - Ember Resources Inc.,,,,52.36675,-113.18653,06-24-039-23W4M
ABGP0001738,Suspended,Gulf Steen River 9-17,GP,Steen River,Tallahassee Exploration Inc.,,100.0% - Tallahassee Exploration Inc.,1999-01-01,,,59.59975,-117.39773,09-17-122-20W5M
ABGP0001739,Active,Pcr Bantry North 1-8,GP,Bantry North,Torxen Energy Ltd.,,100.0% - Torxen Energy Ltd.,,,,50.67574,-111.76175,01-08-020-13W4M
ABGP0001740,Active,Musreau 4-25-62-6W6,GP,Musreau,Pembina Gas Services Ltd.,,100.0% - Pembina Gas Services Ltd.,,,,54.38698,-118.77154,04-25-062-06W6M
ABGP0001741,Suspended,Shiiningbank Blueridge 6-33,GP,Blue Ridge,Taqa North Ltd.,,100.0% - Taqa North Ltd.,1999-01-01,,,54.23044,-115.29208,06-33-060-09W5M
ABGP0001742,Suspended,Ang Et Al Pembina 11-17,GP,Pembina Sweetening Facility,Bonterra Energy Corp.,,62.5% - Bonterra Energy Corp.; 25.0% - Signalta Resources Limited; 12.5% - Primewest Energy Inc.,1998-01-01,,,53.23071,-114.55308,11-17-049-04W5M
ABGP0001743,Suspended,Husky Provost 2-31,GP,Provost,Husky Oil Operations Limited,,100.0% - Altagas Ltd.,,,,51.69442,-111.54945,02-31-031-11W4M
ABGP0001744,Suspended,Coparex Clayhurst Gas Plant,GP,Clayhurst,Distinction Energy Corp.,,100.0% - Tidewater Midstream And Infrastructure Ltd.,1996-01-01,,,56.19828,-118.65631,12-13-083-05W6M
ABGP0001745,Suspended,00/11-02-056-02W5 Cardiff Gp,GP,Alexander,Sinopec Daylight Energy Ltd.,,100.0% - Sinopec Daylight Energy Ltd.,,,,53.81212,-114.19085,11-02-056-02W5M
ABGP0001746,Active,Spectra Pouce Coupe 5-23 Gas Plant,GP,Pouce Coupe,Northriver Midstream Inc.,,100.0% - Northriver Midstream Inc.,,,,55.94703,-119.92836,05-23-080-13W6M
ABGP0001747,Active,Pengrowth Brent 5-11 Gas Plant,GP,Brent,Alphabow Energy Ltd.,,100.0% - Alphabow Energy Ltd.,1999-01-01,,,51.90176,-111.60852,05-11-034-12W4M
ABGP0001748,Suspended,Crooked Lake 6-5-63-22W5,GP,Crooked Lake,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,1999-01-01,,,54.41986,-117.29377,06-05-063-22W5M
ABGP0001749,Suspended,Northrock Girouxville 12-28,GP,Girouxville East,Taqa North Ltd.,,100.0% - Long Run Exploration Ltd.,1999-01-01,,,55.61599,-117.36081,12-28-076-22W5M
ABGP0001750,Suspended,* Imperial Injection,GP,Imperial Injection,Imperial Oil Resources Limited,,100.0% - Imperial Oil Resources Limited,,,,53.04881,-113.91788,03-17-047-27W4M
ABGP0001751,Active,Deanne 03-06-039-11W5,GP,Strachan Deanne,Tidewater Midstream And Infrastructure Ltd.,,100.0% - Tidewater Midstream And Infrastructure Ltd.,1999-01-01,,,52.32115,-115.57545,03-06-039-11W5M
ABGP0001752,Suspended,Falher 4-21-78-23W5,GP,Falher,Long Run Exploration Ltd.,,100.0% - Long Run Exploration Ltd.,,,,55.76863,-117.51574,04-21-078-23W5M
ABGP0001753,Active,Husky Steele Bolloque 4-26,GP,Steel Bolloque,Sequoia Resources Corp.,,100.0% - Sequoia Resources Corp.,1987-01-01,,,54.56002,-113.83349,04-26-064-26W4M
ABGP0001754,Reclamation Certified,Terraquest Twog Bow Island 9-5,GP,Terraquest Twog Bow Island,Zargon Oil & Gas Ltd.,,100.0% - Novus Energy Inc.,,,,49.79461,-111.45249,09-05-010-11W4M
ABGP0001755,Suspended,Devon Berwyn Gas Plant,GP,Berwyn,Long Run Exploration Ltd.,,75.0% - Long Run Exploration Ltd.; 25.0% - Masters Energy Inc.,2000-01-01,,,56.15061,-117.91934,08-36-082-26W5M
ABGP0001756,Suspended,Aec West Hythe 14-18,GP,Aec West Hythe,Encana Western Resources Ltd.,,100.0% - Veresen Midstream General Partner Inc.,,,,55.41237,-119.83645,11-18-074-12W6M
ABGP0001757,Suspended,Husky Galloway 12-5,GP,Husky Galloway,Husky Oil Operations Limited,,100.0% - Husky Oil Operations Limited,,,,53.63759,-116.9217,12-05-054-20W5M
