GHGRP ID No. / No d'identification du PDGES,Reference Year / Année de référence,Facility Name / Nom de l'installation,Facility Location / Emplacement de l'installation,Facility City or District or Municipality / Ville ou District ou Municipalité de l'installation,Facility Province or Territory / Province ou territoire de l'installation,Facility Postal Code / Code postal de l'installation,Latitude,Longitude,CO2 (tonnes),CH4 (tonnes),CH4 (tonnes CO2e / tonnes éq. CO2),N2O (tonnes),N2O (tonnes CO2e / tonnes éq. CO2),HFC-23 (tonnes),HFC-23 (tonnes CO2e / tonnes éq. CO2),HFC-32 (tonnes),HFC-32 (tonnes CO2e / tonnes éq. CO2),HFC-41 (tonnes),HFC-41 (tonnes CO2e / tonnes éq. CO2),HFC-43-10mee (tonnes),HFC-43-10mee (tonnes CO2e / tonnes éq. CO2),HFC-125 (tonnes),HFC-125 (tonnes CO2e / tonnes éq. CO2),HFC-134 (tonnes),HFC-134 (tonnes CO2e / tonnes éq. CO2),HFC-134a (tonnes),HFC-134a (tonnes CO2e / tonnes éq. CO2),HFC-143 (tonnes),HFC-143 (tonnes CO2e / tonnes éq. CO2),HFC-143a (tonnes),HFC-143a (tonnes CO2e / tonnes éq. CO2),HFC-152a (tonnes),HFC-152a (tonnes CO2e / tonnes éq. CO2),HFC-227ea (tonnes),HFC-227ea (tonnes CO2e / tonnes éq. CO2),HFC-236fa (tonnes),HFC-236fa (tonnes CO2e / tonnes éq. CO2),HFC-245ca (tonnes),HFC-245ca (tonnes CO2e / tonnes éq. CO2),HFC Total (tonnes CO2e / tonnes éq. CO2),CF4 (tonnes),CF4 (tonnes CO2e / tonnes éq. CO2),C2F6 (tonnes),C2F6 (tonnes CO2e / tonnes éq. CO2),C3F8 (tonnes),C3F8 (tonnes CO2e / tonnes éq. CO2),C4F10 (tonnes),C4F10 (tonnes CO2e / tonnes éq. CO2),C4F8 (tonnes),C4F8 (tonnes CO2e / tonnes éq. CO2),C5F12 (tonnes),C5F12 (tonnes CO2e / tonnes éq. CO2),C6F14 (tonnes),C6F14 (tonnes CO2e / tonnes éq. CO2),PFC Total (tonnes CO2e / tonnes éq. CO2),SF6 (tonnes),SF6 (tonnes CO2e / tonnes éq. CO2),Total Emissions (tonnes CO2e) / Émissions totales (tonnes éq. CO2)
G10055,2005,Carseland Works,4 miles west of highway 24,CARSELAND,Alberta,T0J0M0,50.8467,-113.58117,486.5,,0.0,2437.5,645937.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,646424.0
G10058,2005,Cavalier Power Plant,NE-32-023-23W4,STRATHMORE,Alberta,T1P1K3,51.0056,-113.1716,118419.8906,11.77,329.56,3.04,805.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,119555.0506
G10065,2005,Christina Lake SAGD Bitumen Battery,08-17-076-06W4,LAC LA BICHE,Alberta,T0P1J0,55.5827,-110.8888,110051.5694,14.65,410.2,0.56,148.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,110610.1694
G10068,2005,"CITY OF MEDICINE HAT, ELECTRIC UTILITY - GENERATIO",1502 POWERHOUSE RD SE MEDICINE HAT AB NW 1/4-35-12-6 W4M,MEDICINE HAT,Alberta,T1A8E6,50.04092,-110.7219,239234.7,168.006,4704.168,6.2028,1643.742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,245582.61
G10071,2005,Cochrane Extraction Plant,SE 16-26-4 W5M,COCHRANE,Alberta,T4C1A4,51.2225,-114.4956,356515.18,295.029987,8260.839636,12.0509,3193.4885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,367969.5081
G10073,2005,Cold Lake,"64-3,4-W4M 65,66-2,3,4,5-W4M",BONNYVILLE,Alberta,T9N2J7,54.59702,-110.39972,4100100.6,478.399994,13395.19983,57.799999,15316.99974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,4128812.8
G10086,2005,distribution system and Carbon Plant,Across the province,ALBERTA,Alberta,,53.54,-113.5,29219.59039,11346.48066,317701.4585,6.4942,1720.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,348642.0119
G10095,2005,East Calgary Landfill,Section 11 Township 24 Range 29 W4M & North half 2,CALGARY,Alberta,T2E2N1,51.0265,-113.9419,12676.5,3499.0,97972.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,110648.5
G10096,2005,East Crossfield Gas Plant 9-14-28-1W5,Latitude: 501604 Longitude: 1177557,CROSSFIELD,Alberta,T0M0S0,51.4001,-114.0343,184867.9922,179.590001,5028.520028,5.947,1575.955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,191472.4673
G10097,2005,Edmonton Facility,1250 Hayter Road NW,EDMONTON,Alberta,T6S1A2,53.5397,-113.4092,610201.549,24.827,695.156,8.106,2148.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,613044.795
G10098,2005,Edmonton Refinery,PO Box 97,EDMONTON,Alberta,T5J2G9,53.55943,-113.35899,1519996.875,273.064998,7645.819944,25.071,6643.815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064,8.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.32,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1534294.83
G10100,2005,Edson Gas Plant,04-11-053-18W5 Box 6840,EDSON,Alberta,T7E1V2,53.5575,-116.5472,260389.0541,565.600028,15836.80078,14.4,3816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,280041.8549
G10106,2005,Elmworth Gas Plant,ConocoPhillips Elmworth Gas Plant LSD:01-08-70-11W6M,ELMWORTH,Alberta,T0H1J0,55.0415,-119.631,163274.1458,495.260016,13867.28045,4.89,1295.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,178437.2763
G10108,2005,Empress straddle plant system,NE 1/4 11 20 01 W4,EMPRESS,Alberta,T2P2V6,50.684,-110.03288,171155.5,152.900002,4281.200056,8.9,2358.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,177795.2001
G10111,2005,Exshaw,"Hwy 1A, 2 km east of Exshaw",EXSHAW,Alberta,T0L2C0,51.0682,-115.1364,194113.9473,1.233,34.524,1.028,272.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,194420.8913
G10112,2005,Exshaw Cement Plant,Highway 1A Box 160,EXSHAW,Alberta,T0L2C0,51.0589,-115.1745,1093870.0,0.1313,3.6764,0.0808,21.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1093895.088
G10119,2005,Fort Saskatchewan,PO Box 3388 10101 - 114 Street,FORT SASKATCHEWAN,Alberta,T8L2T3,53.7217,-113.1917,277766.707,4.015,112.42,3.621,959.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,278838.692
G10120,2005,Fort Saskatchewan Generating Plant,"SW 1/4-T55-R22 W4M, Hwy 15",FORT SASKATCHEWAN,Alberta,T8L2P4,53.7235,-113.1738,330683.0,24.1612,676.5136,8.3895,2223.2175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,333582.7311
G10121,2005,Fort Saskatchewan Nitrogen Operation,11751 River Road,FORT SASKATCHEWAN,Alberta,T8L4J1,53.72539,-113.193,496625.4818,70.360001,1970.080028,4.99,1322.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,499917.9119
G10122,2005,Fort Saskatchewan Storage & Fractionation,14-55-22 W4M,FORT SASKATCHEWAN,Alberta,T8L2T2,53.7575,-113.1499,98322.59668,18.68,523.04,1.225,324.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,99170.26168
G10125,2005,FS1 EOEG,"MEGlobal Canada Inc POBag 16, Highway 15",FORT SASKATCHEWAN,Alberta,T8L2P4,53.7332,-113.175,112992.4059,40.93,1146.04,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,114138.4459
G10127,2005,Genesee Thermal Generating Station,"Box 20, Site 2, RR 1",WARBURG,Alberta,T0C2T0,53.344,-114.305,8873134.0,72.410004,2027.480112,241.410004,63973.65106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,8939135.131
G10130,2005,Grande Prairie Operations,8 miles S on Resources Road,GRANDE PRAIRIE,Alberta,T8V3A9,55.07111,-118.69111,91532.39844,1439.0,40292.0,34.0,9010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,140834.3984
G10132,2005,H.R. Milner Generating Station,Highway 40 North,GRANDE CACHE,Alberta,T0E0Y0,54.0071,-119.104,914098.447,14.9343,418.1604,16.977699,4499.090235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,919015.6976
G10134,2005,Hangingstone SAGD Demonstration Facility,"LSD 12,13 - SEC 26 - TWN 084 - RGE 11 - W4M",RM OF WOOD BUFFALO,Alberta,T9H3G2,56.3132,-111.6362,210955.0,15.5,434.0,60.650002,16072.25053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,227461.2505
G10135,2005,Hanlan Robb Gas Plant,16-02-49-20 W5,EDSON,Alberta,T7E1T8,53.2045,-116.8112,477469.7656,815.539986,22835.11961,3.03,802.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,501107.8352
G10137,2005,Harmattan Gas Processing Plant,09-27-031-04W5,DIDSBURY,Alberta,T0M0W0,51.6969,-114.475,237736.8734,709.230001,19858.44003,7.73,2048.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,259643.7634
G10143,2005,Highvale Coal Mine,"36-T51-R4 W5M (Keephills), 20-T52-R4 W5M (Sundance), site 4, Box 2, RR1",DUFFIELD,Alberta,T0E0N0,53.4917,-114.5817,64368.71875,5791.283004,162155.9241,2.0446,541.819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,227066.4619
G10144,2005,Hinton Pulp,760 Switzer Drive,HINTON,Alberta,T7V1V7,53.4133,-117.5706,136407.5938,61.553001,1723.484028,35.056,9289.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,147420.9178
G10152,2005,Joffre LAO Plant,SW32-TWP38-R25-W4M,JOFFRE,Alberta,T4N6A1,52.30827,-113.5415,114450.4375,3.6282,101.5896,1.903,504.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,115056.3221
G10155,2005,Judy Creek Gas Conservation Plant (JCGCP),15-25-64-11 W5M,SWAN HILLS,Alberta,T0G2C0,54.57229,-115.5231,120754.9337,1189.945724,33318.48027,19.083,5056.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,159130.4089
G10156,2005,Judy Creek Production Complex,11-06-64-10 W5M,SWAN HILLS,Alberta,T0G2C0,54.5122,-115.503,84432.32474,568.853491,15927.89775,16.526,4379.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,104739.6125
G10159,2005,KA 1-12 GP,1-12-62-20 W5M,FOX CREEK,Alberta,T2P3P4,54.4272,-116.8843,197180.2121,659.070004,18453.96011,6.608,1751.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,217385.2922
G10160,2005,K3 1-15 GP,1-15-59-18 W5,WHITECOURT,Alberta,T2P3P4,54.1944,-116.6322,436626.2577,309.73,8672.44,4.68,1240.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,446538.8977
G10162,2005,Keephills Generating Plant,"36-T51-R4 W5M, Site 3, Box 1, RR1",DUFFIELD,Alberta,T0E0N0,53.4487,-114.4491,6041060.171,67.512397,1890.347116,134.872994,35741.34341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,6078691.861
G10176,2005,Lehigh Inland Cement,12640 Inland Way,EDMONTON,Alberta,T5V1K2,53.58051,-113.60328,939090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,939090.0
G10179,2005,"Mackay River Power Plant, Alberta","North 57 degrees, 2 minutes, 277 seconds; West 11",FORT MCMURRAY,Alberta,T9H3G6,56.6667,-111.3451,703081.6325,57.470699,1609.179572,29.6012,7844.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,712535.1301
G10180,2005,"MacKay River, In-Situ Oil Sands Plant","57 Deg 02 26"" N 111 Deg 54"" 26"" W",FORT MCMURRAY,Alberta,T9H3G6,57.04056,-111.90672,67769.53809,30.373,850.444,1.19,315.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,68935.33209
G10187,2005,Mildred Lake and Aurora North Plant Sites,"Mildred Lake: N 57o 2 27"" W 111o 36 57",FORT MCMURRAY,Alberta,T9H3L1,57.0,-111.0,8753363.407,20020.35902,560570.0525,352.657705,93454.29183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,9407387.752
G10196,2005,Muskeg River Cogeneration Power Plant,"SE 1/4, Section 23, Township 95, Range 10, W4M",FORT MCMURRAY,Alberta,T9H4W1,57.3517,-111.5222,1277161.0,64.0,1792.0,22.0,5830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1284783.0
G10197,2005,Muskeg River Mine,"Township 95, Range 10, section 23, W 4th Meridian",FORT MCMURRAY,Alberta,T9H4W1,57.2444,-111.517,192633.0,1894.588076,53048.46613,46.802399,12402.63574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,258084.1018
G10202,2005,Nevis Gas Plant,16 33 38 22 W4,STETTLER,Alberta,T2P2V6,52.31287,-113.07678,120827.6,292.799995,8198.39986,0.76,201.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,129227.3998
G10211,2005,NOVA Chemicals Corporation (Joffre),"Sec 32,Twp 38, Rge 25 W4M",RED DEER,Alberta,T4N6A1,52.3083,-113.55,3032215.837,149.810998,4194.707944,44.811999,11875.17974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,3048285.725
G10219,2005,Peace River Complex,SW21-85-18-W5M,PEACE RIVER,Alberta,T8S1V1,56.3806,-116.795,365196.0,2032.0,56896.0,20.0,5300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,427392.0
G10220,2005,Peace River Pulp Division,"Sections 11, 13, 24; TWP 85; RGE 21; W5",MD OF NORTHERN LIGHTS,Alberta,T8S1V7,56.2219,-117.1106,62299.50073,469.616002,13149.24806,35.653998,9448.30947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84897.05826
G10235,2005,Progress Gas Plant,01-01-078-10W6,GORDONDALE,Alberta,T0H1V0,55.7249,-119.3999,55868.23997,223.476995,6257.35586,0.8,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,62337.59583
G10237,2005,Quirk Creek Gas Plant,03-04-021-04W5M,MILLARVILLE,Alberta,T0L1K0,50.7477,-114.4947,119190.0,634.499982,17765.9995,2.7,715.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,137671.4995
G10241,2005,Rainbow Lake Cogeneration Power Plant (Units 4-5),"Legal Subdivision 7 & 10, Section 10, Township 109",RAINBOW LAKE,Alberta,T0H2Y0,58.4471,-119.2383,268549.0,21.0,588.0,7.0,1855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,270992.0
G10242,2005,Rainbow Lake Generating Station (Units 1-3),"Legal Subdivision 7, Section 10, Township 109, Ran",RAINBOW LAKE,Alberta,T0H2Y0,58.4429,-119.256,15231.0,1.0,28.0,0.4,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,15365.0
